tiempo,H1,H2,H3,H4,V1,V2,Gamma_1,Gamma_2,modo,ref_H1,ref_H2,Ki,Kd,Kp,Kw,Filtro
19.673,39.79356752360035,41.494871821790866,20.411425750913033,26.538751722441983,0.0,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
20.165,39.68015132480155,41.43743012052653,20.127994955629365,26.311421235716445,0.0,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
20.654,39.59383816011005,41.393672827778495,19.915931103408713,26.14092833363663,0.0,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
21.184,39.48372518658171,41.337797654256754,19.64979141227394,25.926462014110502,0.0,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
21.772,39.37259496534256,41.28134773113963,19.386019786580977,25.713346582642906,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
22.145,39.358419986703765,41.235741649459804,19.175012773823365,25.74247516450276,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
22.669,39.339296506884835,41.179429479493976,18.91468589461725,25.778499333915907,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
23.155,39.320955717362374,41.12984042686943,18.685644528125625,25.810275869565785,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
23.644,39.298860522879636,41.07462619780421,18.430858443614216,25.845716415778625,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
24.21,39.281074136164854,41.03311495547787,18.239476023612074,25.872403045845306,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
24.673,39.2537022214328,40.97340930042854,17.964479761921805,25.910849880374144,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
25.182,39.22604849406495,40.91733531736826,17.70651234371207,25.947027081525697,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
25.838,39.199442299065424,40.86671292230992,17.473887508282758,25.979745154170644,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
26.139,39.18080703503445,40.832923418828024,17.318758867877833,26.00161483576545,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
26.653,39.14418551031434,40.76995557982991,17.029991114041216,26.042436624358476,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
27.579,39.13631288169478,40.75695199374592,16.970410522469013,26.05087773752908,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
27.864,39.07627475962737,40.66305504297127,16.540754180187985,26.111942333437064,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
28.251,39.04615170992734,40.61900314470546,16.3395361096362,26.14065983742701,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
28.771,39.03025041100817,40.59646496906153,16.236678778662423,26.155369751955305,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
29.6,38.99203751238159,40.54413168789148,15.998091699813276,26.189571352774315,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
29.824,38.92814536564202,40.46170626364219,15.623038991114562,26.243569548315055,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
30.2,38.92814536564202,40.46170626364219,15.623038991114562,26.243569548315055,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
30.713,38.88537032606903,40.40958906238326,15.38637344553671,26.277795825279448,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
31.198,38.83897840137188,40.35547664482433,15.141057764378656,26.313401849548114,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
31.697,38.77657880566651,40.286178946641456,14.827536434473611,26.3591045765359,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
32.264,38.756619393121085,40.2647759395375,14.730852811205157,26.373244194493036,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
32.775,38.688596023788335,40.19432228471277,14.413109985480295,26.41986971575124,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
33.536,38.621621217991304,40.12834534748316,14.11630238212077,26.463647020968715,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
33.738,38.621621217991304,40.12834534748316,14.11630238212077,26.463647020968715,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
34.2,38.56142419219795,40.07158369228528,13.861554005771609,26.50139972665679,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
34.76,38.51280879011148,40.027325126978425,13.663321648503599,26.530895038498528,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
35.223,38.41944674034215,39.94588497414876,13.299512718408856,26.585305364325762,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
35.937,38.37542176071374,39.908957592612644,13.134975076618993,26.610035494345713,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
36.284,38.32300851573776,39.86611959748849,12.944445219695178,26.63877057523394,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
36.922,38.25946171909096,39.81570850015045,12.720719139149304,26.672650445905912,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
37.463,38.20362310600693,39.77269466894387,12.530250863362209,26.701614919197894,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
37.845,38.144847132902115,39.72862253110768,12.335518059862386,26.73134623385328,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
38.452,38.08819229559596,39.68723418792598,12.153043256151319,26.7593175487578,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
39.025,38.02320774284068,39.640995803111274,11.949656425741216,26.790625155859715,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
39.424,38.02320774284068,39.640995803111274,11.949656425741216,26.790625155859715,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
40.002,37.91388245787459,39.56595153018184,11.62065819784624,26.84157028022899,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
40.384,37.82492583496837,39.50721314680913,11.364129582102152,26.881562760241664,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
40.849,37.77467645448114,39.47488426107223,11.223321164927556,26.903618572285424,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
41.375,37.658209075573616,39.402139445857244,10.907507616471863,26.953364509101387,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
41.843,37.60198993254241,39.36805040147576,10.760017538355225,26.976732493600938,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
42.367,37.51898507285846,39.31885602910315,10.547758434859578,27.010519576265825,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
42.892,37.442403261771254,39.274603661141015,10.357430040908287,27.040978231081283,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
43.371,37.35967197983739,39.22794883152147,10.157410420827636,27.07315881847016,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
43.912,37.2870682100915,39.187935620592974,9.9864042774913,27.10081483450631,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
44.382,37.256929468559214,39.17157006008602,9.916608718672919,27.1121414432916,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
44.906,37.141535359838215,39.110170950916036,9.655533004875862,27.15471522823523,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
45.371,37.07545625969694,39.07587056459879,9.510231550761192,27.178554120347027,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
45.873,36.98864378695625,39.031705190660986,9.323735953390237,27.209308255210708,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
46.362,36.90361811916802,38.989389062644165,9.145693939987149,27.238837750771786,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
46.851,36.822109958541,38.94965374295328,8.979100282191187,27.266623149472142,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
47.331,36.73995129388385,38.91038476605381,8.815037583694286,27.29413719286667,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
47.856,36.64995513461338,38.86823027508108,8.639572877776692,27.323734258142775,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
48.369,36.55177846058354,38.823220737922924,8.452991201380591,27.3554067735462,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
48.85,36.477742578600456,38.78992216483938,8.315478656669082,27.378886144274432,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
49.379,36.3843712901593,38.748680987129845,8.145797544921928,27.40802285144723,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
49.873,36.31074279121915,38.71672952731549,8.014829231551959,27.430640140085014,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
50.347,36.21401990513234,38.675487202401726,7.846427878587878,27.45989117582316,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
50.86,36.10504320877942,38.62997175007293,7.661450029014127,27.492248487024227,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
51.336,36.02997804640692,38.5991816357043,7.536848553341754,27.514182924819576,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
51.848,35.940781014453655,38.56316691840318,7.39166145610157,27.53988641977156,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
52.36,35.85742562022558,38.530052433326404,7.258707700825755,27.563565329534576,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
52.858,35.75185666573005,38.48883504336242,7.093962895424933,27.593099624808733,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
53.393,35.628561287387264,38.44167489187289,6.906500463982945,27.62697665735656,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
53.908,35.53395970462413,38.40617419501893,6.76613282952288,27.652538474288587,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
54.372,35.441903910101914,38.37217638420251,6.632325057939713,27.677067254127383,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
54.855,35.32834027146763,38.33095142186988,6.470902627291703,27.706875475401514,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
55.386,35.228064446532905,38.295183115306784,6.331600941283062,27.732796774440885,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
55.881,35.132226660475595,38.26153226655197,6.2012008409765285,27.757233841906125,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
56.385,35.028269965848736,38.22560050278042,6.0626790532973125,27.78338172838046,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
56.91,34.919095704072994,38.18848124645005,5.920374878246333,27.81045348473016,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
57.418,34.80941217267991,38.151801436709384,5.780568417399159,27.83726508039587,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
57.883,34.70161520678143,38.11632954721028,5.646152845641663,27.863251466057108,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
58.371,34.62647754093317,38.09193233454596,5.554161602994136,27.88115794648731,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
58.867,34.51526696497695,38.05630119263117,5.420497355183232,27.907358924371742,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
59.39,34.36818534329765,38.010025341181766,5.2481437696382685,27.941475760642405,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
59.909,34.26765012769267,37.978930178614384,5.133138429007787,27.964457474499675,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
60.375,34.15783044173384,37.94544328739049,5.0100313142847135,27.989258585388217,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
60.881,34.032373101704394,37.907781604490765,4.8725190734161945,28.017216477844162,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
61.366,33.928064411941385,37.87693525960717,4.76065133208884,28.040166793296827,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
61.861,33.81873993596788,37.84504624703449,4.645737565445945,28.063942439129914,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
62.383,33.72418697432154,37.81781950020297,4.548227893578175,28.084282311193675,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
62.884,33.59810911160362,37.78201031387409,4.42084517002618,28.11109087445375,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
63.403,33.46666782693359,37.74526207053329,4.291165183492351,28.138670763936247,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
63.885,33.348217144104346,37.71264035982126,4.176953354614557,28.163212352263848,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
64.399,33.25309960145515,37.686774333879555,4.087012522110702,28.182711271614394,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
64.903,33.12971993177984,37.65364821879426,3.972642556756664,28.2077350015123,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
65.427,32.997734870418725,37.618728553339466,3.853092802642376,28.23417735352036,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
65.956,32.89111528141293,37.590898868850005,3.7585763358930113,28.255298340151427,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
66.432,32.75424287263061,37.55565467844502,3.6398676067495357,28.282107559028375,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
66.908,32.62953508361569,37.524001447516824,3.534216410371922,28.30624411934867,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
67.45,32.48817320063211,37.48863395595818,3.417270447595894,28.333279674944723,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
67.912,32.4012568017935,37.46715175111485,3.346817060984528,28.34973584280826,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
68.44,32.264915203961316,37.43384729088109,3.2384749508136106,28.375300863044977,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
68.949,32.13118796869505,37.401636631884294,3.1347336323212844,28.400087734606767,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
69.497,31.958677172678822,37.360729582760285,3.004497783711386,28.431655015225164,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
69.878,31.83275271533393,37.331314912532214,2.9119222434500878,28.454415721276156,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
70.402,31.697380256648938,37.30010042333785,2.8146861272436006,28.47862650462127,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
70.917,31.561064635035482,37.269083457080825,2.7191112825841124,28.502743326317578,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
71.428,31.420024409625352,37.237418079619715,2.6226376887959666,28.527425998025016,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
71.916,31.29177626912237,37.208991593559816,2.5369981896444345,28.549637747560006,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
72.468,31.176343838724478,37.18369731603077,2.4615791746077726,28.56944531123375,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
72.947,31.03069958591921,37.152167452025715,2.36862266893231,28.59419354541671,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
73.464,30.890113098893416,37.122129600274484,2.2811763405533743,28.617830928321165,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
73.982,30.754565166247836,37.09352826861472,2.1989417012173633,28.640393206464484,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
74.488,30.59711993776153,37.060738770289156,2.105928279023723,28.666326581039495,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
74.942,30.45402628987947,37.0313309138655,2.0236803212785412,28.689647283053066,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
75.435,30.31531960901772,37.0031726561753,1.9459893898605742,28.712032586000976,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
75.912,30.168169195067964,36.973665705168834,1.8657159032083692,28.735549103343292,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
76.398,30.050449031549363,36.95032499640235,1.8030593715476615,28.75419452892966,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
77.03,29.88270702639139,36.91746331958451,1.7161313484234766,28.780511281099642,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
77.418,29.752906867344638,36.89234766050386,1.6507286431022137,28.80067710524478,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
77.89,29.617791339692445,36.86648694737147,1.5843421789557,28.821489134584485,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
78.435,29.45997690391349,36.836639602763675,1.5089523686050874,28.845570741956294,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
78.889,29.364747703757693,36.818811757323104,1.4645625713834045,28.85998635780052,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
79.405,29.163803962022552,36.781634039273314,1.3735674769631603,28.890125419064773,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
79.89,29.029052007146777,36.75703070694522,1.314542671362099,28.910128751267102,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
80.417,28.873333497713755,36.72891904002965,1.248291403289849,28.93304180854691,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
81.064,28.705184450360278,36.698939678624484,1.179066747257069,28.957545410596087,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
81.576,28.559625160145213,36.67329625758901,1.1210489874118448,28.97856164809329,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
82.057,28.41115365959671,36.64742812668337,1.0636624884646095,28.99981561113855,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
82.42,28.25805816071463,36.621052874641386,1.00635323204966,29.02154230930744,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
83.001,28.09940241261781,36.59403266223181,0.9489273352341829,29.04385974418827,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
83.404,27.964989720312488,36.57138531876787,0.9018166428903871,29.06261230059148,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
83.902,27.810573978468053,36.54563843659345,0.8494123037285045,29.083983951476544,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
84.383,27.712598164697216,36.52944971642895,0.8171017699801061,29.097450639078694,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
84.914,27.497321757796616,36.49427309287552,0.7486306507261269,29.126790563232408,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
85.448,27.35417540461787,36.47117642109046,0.7049924033076508,29.14611375938821,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
85.963,27.20426717478922,36.44723466496998,0.6608857266133796,29.166193881437675,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
86.518,27.028714563536774,36.41951071563499,0.6112752179045144,29.189510430068687,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
86.984,26.84045058258145,36.39014695322964,0.5604812085997969,29.214282352276044,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
87.493,26.72590357404129,36.37246337312236,0.5307784385440818,29.229238940141908,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
88.012,26.576997858075977,36.34967803073718,0.4935078052697566,29.248553527987337,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
88.406,26.39071497133653,36.32148968776225,0.44898932920446544,29.27251589102975,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
88.952,26.202563765062067,36.29336810148941,0.40636696144079226,29.29649723777219,0.6000000000000001,0.0,0.25,0.25,Manual,0.0,0.0,0.0,0.0,0.0,0.0,0
