tiempo,H1,H2,H3,H4,V1,V2,Gamma_1,Gamma_2,modo,ref_H1,ref_H2,Ki,Kd,Kp,Kw,Filtro
73.206,19.99917656511964,20.000376598456917,0.25453183892126313,9.764539410243087,0.6247468725058691,0.14585420379316905,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
73.82,19.9992063307144,20.00036627894854,0.25275739404476566,9.769818688072153,0.62513594748651,0.14572091520422226,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
74.268,19.999163445117883,20.000380855610953,0.2511265758843504,9.774858818239029,0.6255306083961573,0.14557922256312558,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
74.696,19.999180689965275,20.00037421338164,0.24837813460115074,9.783810067622719,0.625768685447571,0.14547420199803993,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
75.182,19.999231912049545,20.000349566002644,0.2465558013270215,9.790074294643578,0.6259883089913704,0.14537794140657181,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
75.73,19.999232191012734,20.00034155330123,0.24462061003745814,9.797048810342496,0.6263486464482347,0.14522454932352216,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
76.197,19.9992125729843,20.00034591328274,0.24387434184417167,9.799835335931462,0.626682223531828,0.14508305853441406,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
76.703,19.99927731067952,20.000300256908883,0.24109790287874855,9.810667417415008,0.6268649532579569,0.14503700846586853,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
77.281,19.999263504446766,20.000298214841603,0.23979647372537952,9.816048933658218,0.6272513561791732,0.14488416593373662,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
77.712,19.99924736450006,20.000307630571694,0.23864902295660514,9.820982116116536,0.6275401060842792,0.14475583195666097,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
78.241,19.99934082832508,20.00028467469931,0.23630742717497003,9.831555191743455,0.6276660791465186,0.14467397195064322,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
78.72,19.999380426565082,20.00027087017603,0.2354945470440995,9.83539152898875,0.6278739941460542,0.14458359961567946,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
79.249,19.999417115713307,20.00026862941922,0.23390485399365885,9.843209853999298,0.6280909877746096,0.144465573077472,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
79.828,19.99943528894902,20.00028653776776,0.23205662802221008,9.852840624859446,0.628347910983754,0.14430071240267833,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
80.253,19.99942420934231,20.00030419769028,0.23137289385464943,9.856569792250777,0.6285756050785518,0.14417296814875705,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
80.839,19.99947194971256,20.0002954097558,0.22981762839980371,9.865280810430896,0.6287499900791702,0.14405936597445648,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
81.214,19.999483209096436,20.000302477283103,0.22890966940991833,9.870606085463344,0.6289009773433472,0.14395583469212506,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
81.726,19.999530646920686,20.000293942059255,0.22726185295926876,9.880658561019782,0.6290297241080198,0.1438529179608094,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
82.175,19.999552219501755,20.000285471631514,0.22644134418808362,9.885871238090068,0.6291773978491757,0.14376122825298202,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
82.79,19.999577042176963,20.00028098813544,0.2252732060122593,9.893584096794262,0.6293654901804493,0.14362525815513785,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
83.25,19.99956282666612,20.000297257564004,0.22475663021341744,9.897146465967506,0.629563403365549,0.14348628715651612,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
83.842,19.999579142141467,20.000300028994204,0.2235153494245007,9.905894031773721,0.6297357171103964,0.14334325034632034,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
84.294,19.99957909192301,20.000310574202693,0.2227957525635037,9.911181268424697,0.629893229633713,0.14321820167131383,0.6,0.7,Automático,20.0,20.0,0.8,0.6,1.0,1.0,0.5
